,LastUpdate,Country,Category,Indicator (text in app),Cod.Category,Cod.Indicator,value,comment
72,2020-11-12 11:28:00,ISL,Travel,May I enter this country without being subject to a mandatory quarantine?,2,10,,"<p>From 19/8/2020, <a href=""https://www.landlaeknir.is/um-embaettid/greinar/grein/item39194/Skilgreind-svaedi-med-smitahaettu---Defined-areas-with-risk-of-infection-(27-02-2020)"" target=""_blank"" rel=""noopener""><strong>all countries and territories of the world are classified as risk areas</strong></a>.</p><p>All passengers arriving in Iceland and born before 2005 must <strong><a href=""https://visit.covid.is/"" target=""_blank"" rel=""noopener"">pre-register</a></strong> to be screened for COVID-19.&nbsp;</p><p>The Government of Iceland has decided to impose more comprehensive <a href=""https://www.government.is/news/article/2020/08/14/Double-border-screening-for-all-arriving-passengers/"" target=""_blank"" rel=""noopener"">border-screening measures</a> as of 19 August. All arriving passengers must choose&nbsp;between a 14-day quarantine and a double testing procedure along with a quarantine for 5-6 days.</p><p>The double border-screening procedure requires all passengers arriving in Iceland to undergo two PCR-tests: one upon arrival and another 5-6 days later.</p><p>During this period, all arriving passengers must stay in quarantine in case of a possible infection. Those who test negative in the second PCR-test are no longer required to take special precautions. Those who test positive must self-isolate. Children born in 2005 and later are exempt from the double border-screening procedure.</p><p>Passengers are required to fill out a <a href=""http://www.covid.is/english"" target=""_blank"" rel=""noopener"">pre-registration form</a> before departure to Iceland, which requires to provide personal details and contact information, flight information, travel dates, address(es) during their stay in Iceland and information on countries they have visited before arrival. Passengers are also encouraged to download and use the COVID-19 app Rakning C-19, which contains important information on COVID-19 and how to contact the health care service in Iceland.</p><h3>Find out more:</h3><p><a href=""https://www.covid.is/categories/tourists-travelling-to-iceland"">www.covid.is</a><br /><a href=""https://www.government.is/news/article/2020/10/07/Double-screening-until-December/"" target=""_blank"" rel=""noopener"">Double screening until December</a></p>"
73,2021-05-06 09:33:00,IRL,Travel,"From within the EU/EEA, may I enter or exit this country for tourism? ",2,2,N,"<p class=""border"">Ireland is implementing the commonly agreed EU ""traffic lights"" approach to travel restrictions.</p><p>&nbsp;</p><p><strong>Is a coronavirus test required?</strong></p><p>All travellers are subject to the requirement for a pre-departure <strong>negative PCR test</strong>. The test must be taken within <strong>72 hours prior to arrival</strong>.</p><p>Children aged 6 and under are exempted.</p><p>You will be asked to show evidence of this negative or 'not detected' result before boarding the airplane or ferry from the country you are travelling from, and will be denied boarding if you cannot produce such evidence. Once you arrive in Ireland, you have to provide this evidence to Irish immigration officers.</p><p>You should retain the written confirmation of your test result for at least 14 days.</p><p>In case of lack of a negative or 'not detected' RT-PCR test or a valid exemption, you can be fined up to &euro;2,500 or get a prison sentence of up to 6 months. You will also be required to take a RT-PCR test after arrival at your own expense.</p><p>&nbsp;</p><p><strong>Is a quarantine required?</strong></p><p>All passengers arriving into Ireland from <a href=""https://www.gov.ie/en/publication/b4020-travelling-to-ireland-during-the-covid-19-pandemic/#what-to-do-if-you-travel-to-ireland-from-high-risk-category-2-countries"" target=""_blank"" rel=""noopener"">designated States</a> are required to pre-book accommodation in a designated quarantine facility, and to pre-pay for their stay.</p><p>If you come into Ireland from&nbsp;<a href=""https://www.gov.ie/en/publication/b4020-travelling-to-ireland-during-the-covid-19-pandemic/#what-to-do-if-you-travel-to-ireland-from-high-risk-category-2-countries"" target=""_blank"" rel=""noopener"">any country deemed 'high risk'</a>, or If you come to Ireland without a negative or 'not detected' PCR test, you must complete a 14-day mandatory quarantine in a hotel.</p><p>If you come to Ireland from any country not deemed 'high risk', you must quarantine at home provided you have a negative or 'not detected' PCR test.</p><p>If you are not arriving from <a href=""https://www.gov.ie/en/publication/b4020-travelling-to-ireland-during-the-covid-19-pandemic/#what-to-do-if-you-travel-to-ireland-from-high-risk-category-2-countries"" target=""_blank"" rel=""noopener"">high-risk countries</a>, you may also shorten your quarantine period by taking a RT-PCR test no less than 5 days after your arrival. If you receive written confirmation that the result of this test is negative or 'not detected', your period of quarantine can end.</p><p>If you do not fulfil the legal requirement for mandatory quarantine you are committing an offence, and can be fined up to &euro;2,500 or get a prison sentence of up to 6 months, or both.</p><p>&nbsp;</p><p><strong>Passenger Locator Form</strong></p><div class=""col-lg-12 col-md-12 col-sm-12 col-xs-12 margin-bottom-sm""><div class=""row""><p>All travellers coming into Ireland must complete a <a href=""https://www.gov.ie/en/publication/ab900-covid-19-passenger-locator-form/"" target=""_blank"" rel=""noopener"">COVID-19 Passenger Locator Form</a></p></div></div><p>&nbsp;</p><p><strong>Find out more:<br /></strong><a href=""https://www.gov.ie/en/publication/b4020-travelling-to-ireland-during-the-covid-19-pandemic/"">gov.ie - Travelling to Ireland during the COVID-19 pandemic</a></p>"
74,2020-10-23 11:40:00,IRL,Travel,May I enter this country without a medical certificate or a negative test?,2,11,Y,
75,2020-10-29 09:32:00,IRL,Health & Safety,Are there any risk areas under lockdown in this country?,4,1,,"<p>The government has decided that, as of 21.10.2020, <strong>all of Ireland is placed on Level 5</strong> of the Plan for Living with COVID with a small number of exceptions. Level 5 restrictions will remain in place for a period of 6 weeks.</p><p>For domestic travel this implies:</p><p>Stay at home.</p><p>Exercise within 5 kilometres of home.</p><p>There will be a penalty for movement outside 5 kilometres of home, with the following exceptions:</p><ul><ul><li>travel to and from work, where work involves providing an <a href=""https://www.gov.ie/essentialservices/"">essential service</a></li><li>to attend medical appointments and collect medicines and other health products</li><li>for food shopping</li><li>for vital family reasons, such as providing care to children, elderly or vulnerable people, and in particular for those who live alone but excluding social family visits</li><li>for farming purposes, that is food production or care of animals</li><li>to visit a grave</li></ul></ul><p>Walk or cycle where possible.</p><p>Public transport will operate at 25% capacity for the purposes of allowing those providing <a href=""https://www.gov.ie/essentialservices/"">essential services</a> to get to work.</p><p>School transport is unaffected.</p><p><a href=""https://www.gov.ie/en/publication/2dc71-level-5/?referrer=http://www.gov.ie/level5/"" target=""_blank"" rel=""noopener"">All measures related to Level 5</a></p><p><a href=""https://www.gov.ie/en/press-release/66269-ireland-placed-on-level-5-of-the-plan-for-living-with-covid/"" target=""_blank"" rel=""noopener"">Level 5 plan for living with COVID-19</a></p><p>Measures depend on the corresponding level within the <strong>Irish Framework for Restrictive Measures</strong>. The framework consists of 5 Levels. The lower levels of the framework will be activated when there is low incidence of the disease, with isolated outbreaks, low community transmission. The higher levels will be used to deal with higher incidences of the disease. It will be possible for different regions and counties to be at a different level to the national level, depending on the incidence of the virus in that particular region or county.</p>"
76,2020-12-09 12:19:00,IRL,Travel,May I enter this country without being subject to a mandatory quarantine?,2,10,,"<p>Ireland is implementing the new EU 'traffic lights' approach to travel, which applies to countries in the EU / EEA (+ UK).</p><p>In general, you are requested to restrict your movements for 14 days if you arrive into Ireland from another country. This applies to all travellers entering the State, including Irish citizens coming home and people with no symptoms.</p><p>Restricting your movements means avoiding contact with other people and social situations as much as possible.</p><p>In line with the EU traffic lights approach, the request to restrict movements does not apply to travellers from green regions, or those arriving from Northern Ireland.</p><p>Currently, all passengers entering Ireland from orange, red, and grey regions are requested to restrict their movements for 14 days. This period of restricted movement can end if you receive a negative/'not detected' result of a PCR test that has been taken a minimum of five days after your arrival in Ireland. You should wait for your negative test result to be returned before ending the period of restricted movements.</p><p>This general request to restrict movement for 14 days does not apply to certain defined categories.</p><p>More information available at <strong><a href=""https://www.gov.ie/en/publication/b4020-travelling-to-ireland-during-the-covid-19-pandemic/"">gov.ie - Travelling to Ireland during the COVID-19 pandemic</a></strong></p>"
77,2020-11-19 11:16:00,IRL,Info,Restrictions on the provision of tourist services at national or sub-national/regional level,1,9,,"Outdoor public amenities are open, including sporting facilities, tourism sites, beaches and mountain walks, where 2m social distancing can be maintained. It is currently planned that museums, galleries, cultural outlets can reopen starting on 29/6, Hotels, hostels, caravan parks and holiday parks can reopen starting on 29/6. For updates on opening dates please see Ireland’s Roadmap for Reopening Society and Business on <a href=""gov.ie/covid19"">gov.ie/covid19</a>"
78,2021-05-06 09:33:00,ITA,Travel,"From within the EU/EEA, may I enter or exit this country for tourism? ",2,2,N,"<p class=""border"">Italy adopts its own national classification of risk areas, hence travel restrictions for Italy are not based on the common ""EU Traffic Lights"" map.</p><p>In case of stay or transit through EU countries <a href=""http://www.salute.gov.it/portale/nuovocoronavirus/dettaglioContenutiNuovoCoronavirus.jsp?lingua=italiano&amp;id=5412&amp;area=nuovoCoronavirus&amp;menu=vuoto&amp;tab=3"" target=""_blank"" rel=""noopener"">(List C)</a> during the 14 days prior to the entrance in Italy, entry is permitted without the need to specify the reason for travelling.</p><p>Specific and updated rules for each country of origin are available at <a href=""https://infocovid.viaggiaresicuri.it/index_en.html"" target=""_blank"" rel=""noopener"">ViaggiareSicuri</a></p><p>Before embarking on a trip to Italy, make sure that your Region of destination has no further measures in place. For additional information, some <a href=""http://www.salute.gov.it/portale/nuovocoronavirus/dettaglioContenutiNuovoCoronavirus.jsp?lingua=italiano&amp;id=5364&amp;area=nuovoCoronavirus&amp;menu=aChiRivolgersi"" target=""_blank"" rel=""noopener"">useful regional contacts</a> are available.</p><p>&nbsp;</p><p><strong>Is a coronavirus test required?</strong></p><p>All travellers are subject to the requirement for a <strong>pre-departure negative COVID-19 test</strong>.</p><p>The test must be taken within <strong>48 hours prior to arrival</strong>.</p><p>Accepted test: molecular (PCR) and antigenic.</p><p>Children aged 2 and under are exempted.</p><p>&nbsp;</p><p><strong>Is a quarantine required?</strong></p><p>All travellers from EU Member States and Schengen Associated Countries will have to complete a <strong>5-day quarantine</strong>.</p><p>On day 5, a PCR test must be taken. If the result of this test is negative, the period of quarantine can end.</p><p>&nbsp;</p><p><strong>Mandatory Travel Documentation</strong></p><p>All persons travelling to Italy from any foreign location are required to provide a <a href=""https://www.esteri.it/mae/resource/doc/2021/01/modulo_rientro_sintetico_08_gennaio_eng.pdf"" target=""_blank"" rel=""noopener"">self-declaration</a> to the carrier or, upon request, to law enforcement officers. Furthermore, travellers are asked to inform the <a href=""http://www.salute.gov.it/portale/nuovocoronavirus/dettaglioContenutiNuovoCoronavirus.jsp?lingua=italiano&amp;id=5364&amp;area=nuovoCoronavirus&amp;menu=aChiRivolgersi"" target=""_blank"" rel=""noopener"">Local Health Authority</a> as soon as they enter the Italian territory.</p><p>&nbsp;</p><p><strong>Find out more:<br /></strong><a href=""https://www.esteri.it/mae/en/ministero/normativaonline/decreto-iorestoacasa-domande-frequenti/focus-cittadini-italiani-in-rientro-dall-estero-e-cittadini-stranieri-in-italia.html"" target=""_blank"" rel=""noopener"">Esteri.it: Italian nationals returning to Italy and foreigners in Italy</a><br /><a href=""https://infocovid.viaggiaresicuri.it/index_en.html"" target=""_blank"" rel=""noopener"">Viaggiare Sicuri</a></p><p><a href=""http://www.salute.gov.it/portale/nuovocoronavirus/dettaglioContenutiNuovoCoronavirus.jsp?lingua=italiano&amp;id=5412&amp;area=nuovoCoronavirus&amp;menu=vuoto&amp;tab=7"" target=""_blank"" rel=""noopener"">Exemptions to the requirement of quarantine or pre-departure PCR test</a></p><p>&nbsp;</p><p><strong>Contact Point for Italy:<br /></strong><a href=""https://www.esteri.it/mae/en/servizi/sportello_info/domandefrequenti/faqrichiestainfo.html"" target=""_blank"" rel=""noopener"">Online Inquiries</a></p><p>For information related to molecular or antigenic test in Italy, you can refer to the following phone numbers:</p><ul><li>From abroad: +39 0232008345 - +39 0283905385</li><li>In Italy: 1500 (free of charge)</li></ul>"
79,2020-12-08 23:13:00,ITA,Travel,May I enter this country without a medical certificate or a negative test?,2,11,,"<p>Travellers who, in the 14 days prior to their arrival, have transited or have stayed in <strong>Belgium, France, the Netherlands, United Kingdom, Czech Republic and Spain</strong> will be required to provide a <strong>certificate of a negative COVID-19 test</strong> performed up to 72 hours before their arrival in Italy, or submit to a swab test upon arrival (at the airport, port or border location) or within 48 hours after their entry in Italy (at the territorial competent Local Health Authority).</p><p>Furthermore, travellers coming from these countries are obliged to immediately inform the Prevention Department of the relevant local health authority upon their entry into the Italian territory, also in case they are asymptomatic.</p><p><strong>Find out more:</strong></p><p><a href=""https://www.esteri.it/mae/en/ministero/normativaonline/decreto-iorestoacasa-domande-frequenti/focus-cittadini-italiani-in-rientro-dall-estero-e-cittadini-stranieri-in-italia.html"" target=""_blank"" rel=""noopener"">Italian nationals returning to Italy and foreigners in Italy</a></p><p><a href=""http://www.salute.gov.it/portale/nuovocoronavirus/dettaglioNotizieNuovoCoronavirus.jsp?lingua=english&amp;id=5108"" target=""_blank"" rel=""noopener"">Covid-19 News</a></p>"
80,2020-11-04 22:05:00,ITA,Health & Safety,Are there any risk areas under lockdown in this country?,4,1,,"Circulation restrictions for specific areas of the country can be restored at any time in the event of a worsening of the epidemiological situation.<p>It is possible <strong>to close to the public, after 21:00, streets or squares</strong> where the creation of gatherings is more probable, without prejudice to the transition to private commercial activities and homes.</p>"
81,2020-12-08 23:13:00,ITA,Travel,May I enter this country without being subject to a mandatory quarantine?,2,10,,"<p>Travellers who stayed in or transited through <strong>Romania</strong> in the 14 days prior to their arrival in Italy, are subject to 14-days health surveillance and fiduciary isolation. This measure does not apply to staff and crews of transport means.</p><p>If you are coming from any other Member State of the European Union, States Parties to the Schengen Agreement, the United Kingdom, Andorra, Monaco, the Vatican City State or the Republic of San Marino, and you have not visited countries other than these in the 14 days prior to arrival in Italy, you can enter Italy without being subject to a quarantine requirement.</p><p>Travellers coming from countries other than those listed above are subject to 14-day fiduciary isolation and self-certification of the reasons of absolute urgency, work or health for which they must enter Italy.</p>"
82,2020-11-16 14:18:00,ITA,Info,Restrictions on the provision of tourist services at national or sub-national/regional level,1,9,,"Regions and autonomous provinces may anticipate or postpone the opening of different activities, taking into account their compatibility with the development of the contagion. The Presidents of the regions decide on the planning of local public transport services (bus, metro, tram), to avoid overcrowding of the means of transport in the daily time slots with the greatest presence of passengers. The minister of infrastructure and transport, in agreement with the minister of health, may order reductions, suspensions or limitations in transport services, including international, automotive, rail, air, sea and inland waters transport."
83,2021-05-06 09:33:00,ITA,Info,National website with coronavirus related information for TOURISM,1,5,,"<a href=""http://www.italia.it/en/useful-info/guidance-standards-for-hospitality-reopening.html"">www.italia.it</a>"
84,2021-05-06 09:33:00,LVA,Travel,"From within the EU/EEA, may I enter or exit this country for tourism? ",2,2,N,"<p class=""border"">Latvia adopts <a href=""https://www.spkc.gov.lv/lv/valstu-saslimstibas-raditaji-ar-covid-19-0"" target=""_blank"" rel=""noopener"">its own national classification of risk areas</a>, hence travel restrictions for Latvia are not based on the common ""EU Traffic Lights"" map.</p><p><a href=""https://www.mfa.gov.lv/en/news/latest-news/67449-from-11-to-25-february-only-essential-travel-to-latvia-permitted"" target=""_blank"" rel=""noopener"">From 11 February, only essential travel to Latvia is permitted</a>. Entry to Latvia from EU Member States, the European Economic Area or the Swiss Confederation is permitted for the following urgent and essential reasons only:</p><ul><li>work;</li><li>training, studies;</li><li>family reunion;</li><li>in order to receive medical services;</li><li>transit;</li><li>accompanying a minor;</li><li>return to one's permanent place of residence;</li><li>attending a funeral.</li></ul><p>&nbsp;</p><p><strong>Is a coronavirus test required?</strong></p><p>All travellers are subject to the requirement for a <strong>pre-departure negative PCR test</strong>.<br />The test must be taken within <strong>72 hours prior to arrival</strong>.<br />Accepted test: molecular (PCR)</p><p>Children aged 11 and under are exempted.</p><p>Travellers who have already contracted the COVID-19 coronavirus will need to show a doctor's note attesting it.</p><p>If a traveller is unable to show a test result (printed or on an electronic device), or a note from the doctor, the traveller will not be allowed to board the plane, train, bus, ferry, or other means of transportation. The test result or the note from the doctor must be in English, French, Russian, or in an official language of the country from which they are beginning their trip to Latvia.</p><p>This requirement also applies to those arriving in Latvia in a personal vehicle.</p><p>The negative COVID-19 test results must be indicated in the <a class=""external-link"" href=""https://covidpass.lv/en/"" target=""_blank"" rel=""noopener"">Covidpass.lv</a> form, which will be checked by the State Border Guard and police officers.</p><p>Persons entering Latvia to perform their job duties or travelling to or from their place of work, and employees of commercial transport companies are exempt from the COVID-19 test requirement.</p><p>&nbsp;</p><p><strong>Is a quarantine required?</strong></p><p>All passengers arriving from countries in which the 14-day cumulative number of COVID-19 cases has exceeded the threshold of 50 per 100,000 inhabitants must complete a <strong>10-day mandatory quarantine</strong>.</p><p>Data on the incidence of COVID-19 cases in the EU and third countries is updated every Friday on the <a class=""external-link"" href=""https://www.spkc.gov.lv/lv/valstu-saslimstibas-raditaji-ar-covid-19-0"" target=""_blank"" rel=""noopener"">website of Latvia&rsquo;s Centre for Disease Prevention and Control.</a></p><p>Particular groups of persons (for example, health and social workers, teachers) who intend to work in Latvia have to self-isolate for 14 days.</p><p>&nbsp;</p><p><strong>Mandatory Travel Documentation</strong></p><p>All travellers must fill in an electronic confirmation form on the <a class=""external-link"" href=""https://covidpass.lv/en/"" target=""_blank"" rel=""noopener"">Covidpass.lv website</a>. Electronic confirmation must be completed no earlier than 48 hours before crossing the Latvian border.</p><p>Documents proving the purpose of entry will have to be presented to the State Border Guard or the State Police. It will not be possible to complete registration with the covidpass.lv website without entering a self-certification that any of the above-mentioned reasons exist.</p><p>&nbsp;</p><p><strong>Find out more:<br /></strong><a href=""https://www.spkc.gov.lv/lv/valstu-saslimstibas-raditaji-ar-covid-19-0"" target=""_blank"" rel=""noopener"">Latvian Centre for Disease Prevention and Control</a><br /><a href=""https://covid19.gov.lv/en"" target=""_blank"" rel=""noopener"">covid19.gov.lv</a><br /><a href=""https://www.latvia.travel/en/article/covid-19-and-travelling-latvia"" target=""_blank"" rel=""noopener"">Latvia Travel</a></p>"
85,2020-12-17 15:49:00,LVA,Travel,May I enter this country without a medical certificate or a negative test?,2,11,,Tourists travelling to Latvia are not asked to provide a medical certificate or negative test upon entry. The requirement to present a negative test upon entry in Latvia applies to specific categories of persons.
86,2020-10-23 11:40:00,LVA,Health & Safety,Are there any risk areas under lockdown in this country?,4,1,N,
87,2020-12-17 15:49:00,LVA,Travel,May I enter this country without being subject to a mandatory quarantine?,2,10,,"<p>All travellers, including citizens and permanent residents of Latvia, who have arrived from countries in which the 14-day cummulative number of COVID-19 cases per 100,000 inhabitants has exceeded the threshold rate of 50, must <strong>quarantine for 10 days</strong> upon arrival.</p> However, if the 14-day cumulative incidence rate of COVID-19 cases per 100 000 inhabitants exceeds twice the average value for the EU/EEA and the UK, all direct international passenger transport is prohibited and non-essential travel not recommended. 
<p>The list of affected countries can be found on the website of the <strong><a href=""https://www.spkc.gov.lv/lv/valstu-saslimstibas-raditaji-ar-covid-19-0"" target=""_blank"" rel=""noopener"">Latvian Centre for Disease Prevention and Control</a></strong> <br /></strong></p>"
88,2021-05-06 09:33:00,LVA,Info,National website about COVID situation,1,7,,"<a href=""https://covid19.gov.lv/en"">https://covid19.gov.lv</a>"
89,2021-05-06 09:33:00,LIE,Travel,"From within the EU/EEA, may I enter or exit this country for tourism? ",2,2,WL,"Travelling to and from EU/EAA countries is in principle allowed. For further details, see the rules applicable to Switzerland, which apply to Liechtenstein as well. "
90,2020-10-23 11:40:00,LIE,Travel,May I enter this country without a medical certificate or a negative test?,2,11,Y,
91,2020-10-23 11:40:00,LIE,Health & Safety,Are there any risk areas under lockdown in this country?,4,1,N,
92,2020-12-11 19:36:00,LIE,Travel,May I enter this country without being subject to a mandatory quarantine?,2,10,WL,"See the rules applicable to Switzerland, which apply to Liechtenstein as well."
93,2021-05-06 09:33:00,LIE,Info,Restrictions on the provision of tourist services at national or sub-national/regional level,1,9,,"Hotels, holiday apartments, guesthouses, youth hostels, camping sites and cabins are open in compliance with hygiene and safety guidelines. Restaurant operations for hotel guests must be based on a protection concept. There is an obligation to wear a mask based on the hygiene regulations."
94,2021-05-06 09:33:00,LIE,Info,National website with coronavirus related information for TOURISM,1,5,,"<a href=""https://tourismus.li/en/our-country/about-liechtenstein/current-information-on-covid-19-in-the-principality-of-liechtenstein/"">Tourismus.li</a>"
95,2021-05-06 09:33:00,LTU,Travel,"From within the EU/EEA, may I enter or exit this country for tourism? ",2,2,N,"<p class=""border"">Lithuania adopts <a href=""https://nvsc.lrv.lt/en/information-on-covid-19/for-arrivals-from-abroad"" target=""_blank"" rel=""noopener"">its own national classification of risk areas</a>, hence travel restrictions for Lithuania are not based on the common ""EU Traffic Lights"" map.</p><p>&nbsp;</p><p><strong>Is a coronavirus test required?</strong></p><p>All travellers arriving from countries <a href=""https://nvsc.lrv.lt/en/information-on-covid-19/for-arrivals-from-abroad/list-of-countries-affected-by-covid-19-and-requirements-valid-until-9-march/list-10"" target=""_blank"" rel=""noopener"">listed as risk areas</a> are subject to the requirement for a <strong>pre-departure negative PCR test</strong>.<br />The test must be taken within <strong>72 hours prior to arrival</strong>.</p><p>Children aged 16 and under are exempt.</p><p>The certificate can be in one of the official languages of the European Union.</p><p>Travellers arriving by private transport should register for a test in Lithuania within 24 hours of arrival by calling the hotline +370 (5 2) 196 180.</p><p class=""border""><img src=""/static/vaccination-benefits.png"" alt=""vaccination-benefits"" /> <strong> Provisions for vaccinated people</strong><br /><br />Travellers who have been fully vaccinated for COVID-19 are exempted from providing a negative COVID-19 test. A certificate of vaccination is needed.</p><p>Also, those holding a medical certificate confirming that they had coronavirus are exempt from testing and quarantine. The diagnosis should be confirmed by a positive PCR test, and maximum 180 days may have passed since the positive testing.</p><p>&nbsp;</p><p><strong>Is a quarantine required?</strong></p><p>Travellers arriving from countries that are listed as risk areas should <a href=""https://nvsc.lrv.lt/en/information-on-covid-19/for-arrivals-from-abroad/requirements-for-people-arriving-from-abroad-starting-from-january-25th"" target=""_blank"" rel=""noopener"">self-isolate for 10 days</a> from the day of arrival in the Republic of Lithuania (regardless of the negative test result). The isolation period may be shortened after a second negative PCR test performed no earlier than on day 7 of self-isolation (the test is carried out at own expenses).</p><p>Depending on the local epidemiological situation, travellers from some countries face stricter measures during the isolation period.</p><p>Persons arriving from countries where the spread of new virus variants has been detected must obtain <a href=""https://nvsc.lrv.lt/en/information-on-covid-19/for-arrivals-from-abroad/everything-you-need-to-know-about-isolation/when-are-you-allowed-to-leave-the-place-of-isolation"" target=""_blank"" rel=""noopener"">the NPHC permission</a> to leave the place of isolation for certain specified reasons. To leave Lithuania for the country of residence or work before the end of self-isolation period, a notification must be sent to <a href=""https://nvsc.lrv.lt/leave"" target=""_blank"" rel=""noopener"">NPHC</a> 24 hours before departure.</p><p>Travellers that can provide proof of full vaccination or recent recovery of COVID-19 infection are not required to quarantine.</p><p><strong>Mandatory travel documentation</strong></p><p>Every traveller returning to, or arriving by air, sea, or land, will have <a href=""https://keleiviams.nvsc.lt/en/form"" target=""_blank"" rel=""noopener"">to fill in a form on the website of the National Public Health Centre</a> and present the confirmation received, the QR code, at the time of boarding.</p><p>All persons arriving in Lithuania by car must register with the National Public Health Center within 12 hours of arrival.</p><p>&nbsp;</p><p><strong>Find out more:<br /></strong><a href=""https://urm.lt/default/en/important-covid19"" target=""_blank"" rel=""noopener"">Contact information</a> for travellers<br /><a href=""https://www.govilnius.lt/media-news/important-information-regarding-the-coronavirus"" target=""_blank"" rel=""noopener"">Vilnius information for travellers</a><br /><a href=""https://koronastop.lrv.lt/en/#news"" target=""_blank"" rel=""noopener"">koronastop.lrv.lt</a></p>"
96,2020-11-30 17:37:00,LTU,Travel,May I enter this country without a medical certificate or a negative test?,2,11,,"<p>Due to detected SARS-CoV-2 mutations in mink farms in these territories, &nbsp;travellers returning from <strong>Denmark, Spain, Italy, the Netherlands, and Sweden</strong> (as well as the United States) are<strong> required to have a negative result for a COVID-19 test, taken 48 hours before entry,</strong> or they have to register for a laboratory test within 24 hours of arrival.&nbsp;</p>"
97,2020-10-29 09:32:00,LTU,Health & Safety,Are there any risk areas under lockdown in this country?,4,1,,"Further <a href=""https://koronastop.lrv.lt/en/news/local-quarantines-are-declared-in-individual-municipalities"" target=""_blank"" rel=""noopener"">local restrictions</a> can be applied.</p>"
98,2020-11-30 17:37:00,LTU,Travel,May I enter this country without being subject to a mandatory quarantine?,2,10,,"<p>Travellers arriving from non-EU Member States and non-Schengen associated countries, as well as those arriving from <a href=""https://koronastop.lrv.lt/en/news/updated-list-of-affected-countries-and-isolation-requirements-upon-arrival"" target=""_blank"" rel=""noopener"">the affected countries</a>&nbsp;must quarantine:</p><p>10 days from the date of arrival to the Republic of Lithuania if а laboratory test for COVID-19 disease (coronavirus infection) is not performed<br />or<br />until a negative laboratory test for COVID-19 disease (coronavirus infection) is obtained if such a test is performed in the Republic of Lithuania. When a negative laboratory test is obtained, persons shall no longer be quarantined.</p><p>Legal residents from countries that are included in the EU-level white list of third countries, can enter without further restrictions, provided these countries&nbsp;are not on the list of affected countries.&nbsp;</p><p><strong>More information</strong>: Resolution <a href=""https://lrv.lt/uploads/main/documents/files/Nutarimo%201226%20suvest_redakcija_EN%202020-11-12.pdf"" target=""_blank"" rel=""noopener""><em>declaring quarantine on the territory of the Republic of Lithuania</em></a></p>
"
99,2021-05-06 09:33:00,LTU,Info,National website about COVID situation,1,7,,"<a href=""http://sam.lrv.lt/en/news/important-information-to-foreign-nationals-in-lithuania"">Info Coronavirus</a> <br> <a href=""http://koronastop.lrv.lt/"">Official source of information by the Government of the Republic of Lithuania</a> <br>"
